| module                                                                           | #parameters or shape      | #flops        |
|      backbone.body.trunk3.fbnetv2_3_5.pwl.bn                                     |      0.224K               |      58.24K   |
|       backbone.body.trunk3.fbnetv2_3_5.pwl.bn.weight                             |       (112,)              |               |
|       backbone.body.trunk3.fbnetv2_3_5.pwl.bn.bias                               |       (112,)              |               |
|    backbone.body.trunk3.fbnetv2_3_6                                              |    0.144M                 |    22.132M    |
|     backbone.body.trunk3.fbnetv2_3_6.pw                                          |     38.304K               |     9.959M    |
|      backbone.body.trunk3.fbnetv2_3_6.pw.conv                                    |      37.632K              |      9.784M   |
|       backbone.body.trunk3.fbnetv2_3_6.pw.conv.weight                            |       (336, 112, 1, 1)    |               |
|      backbone.body.trunk3.fbnetv2_3_6.pw.bn                                      |      0.672K               |      0.175M   |
|       backbone.body.trunk3.fbnetv2_3_6.pw.bn.weight                              |       (336,)              |               |
|       backbone.body.trunk3.fbnetv2_3_6.pw.bn.bias                                |       (336,)              |               |
|     backbone.body.trunk3.fbnetv2_3_6.dw.conv                                     |     8.4K                  |     2.184M    |
|      backbone.body.trunk3.fbnetv2_3_6.dw.conv.weight                             |      (336, 1, 5, 5)       |               |
|     backbone.body.trunk3.fbnetv2_3_6.se                                          |     59.56K                |     0.146M    |
|      backbone.body.trunk3.fbnetv2_3_6.se.se                                      |      59.56K               |      59.136K  |
|       backbone.body.trunk3.fbnetv2_3_6.se.se.0.conv                              |       29.656K             |       29.568K |
|        backbone.body.trunk3.fbnetv2_3_6.se.se.0.conv.weight                      |        (88, 336, 1, 1)    |               |
|        backbone.body.trunk3.fbnetv2_3_6.se.se.0.conv.bias                        |        (88,)              |               |
|       backbone.body.trunk3.fbnetv2_3_6.se.se.1                                   |       29.904K             |       29.568K |
|        backbone.body.trunk3.fbnetv2_3_6.se.se.1.weight                           |        (336, 88, 1, 1)    |               |
|        backbone.body.trunk3.fbnetv2_3_6.se.se.1.bias                             |        (336,)             |               |
|      backbone.body.trunk3.fbnetv2_3_6.se.avg_pool                                |                           |      87.36K   |
|     backbone.body.trunk3.fbnetv2_3_6.pwl                                         |     37.856K               |     9.843M    |
|      backbone.body.trunk3.fbnetv2_3_6.pwl.conv                                   |      37.632K              |      9.784M   |
|       backbone.body.trunk3.fbnetv2_3_6.pwl.conv.weight                           |       (112, 336, 1, 1)    |               |
|      backbone.body.trunk3.fbnetv2_3_6.pwl.bn                                     |      0.224K               |      58.24K   |
|       backbone.body.trunk3.fbnetv2_3_6.pwl.bn.weight                             |       (112,)              |               |
|       backbone.body.trunk3.fbnetv2_3_6.pwl.bn.bias                               |       (112,)              |               |
|    backbone.body.trunk3.fbnetv2_3_7                                              |    0.144M                 |    22.132M    |
|     backbone.body.trunk3.fbnetv2_3_7.pw                                          |     38.304K               |     9.959M    |
|      backbone.body.trunk3.fbnetv2_3_7.pw.conv                                    |      37.632K              |      9.784M   |
|       backbone.body.trunk3.fbnetv2_3_7.pw.conv.weight                            |       (336, 112, 1, 1)    |               |
|      backbone.body.trunk3.fbnetv2_3_7.pw.bn                                      |      0.672K               |      0.175M   |
|       backbone.body.trunk3.fbnetv2_3_7.pw.bn.weight                              |       (336,)              |               |
|       backbone.body.trunk3.fbnetv2_3_7.pw.bn.bias                                |       (336,)              |               |
|     backbone.body.trunk3.fbnetv2_3_7.dw.conv                                     |     8.4K                  |     2.184M    |
|      backbone.body.trunk3.fbnetv2_3_7.dw.conv.weight                             |      (336, 1, 5, 5)       |               |
|     backbone.body.trunk3.fbnetv2_3_7.se                                          |     59.56K                |     0.146M    |
|      backbone.body.trunk3.fbnetv2_3_7.se.se                                      |      59.56K               |      59.136K  |
|       backbone.body.trunk3.fbnetv2_3_7.se.se.0.conv                              |       29.656K             |       29.568K |
|        backbone.body.trunk3.fbnetv2_3_7.se.se.0.conv.weight                      |        (88, 336, 1, 1)    |               |
|        backbone.body.trunk3.fbnetv2_3_7.se.se.0.conv.bias                        |        (88,)              |               |
|       backbone.body.trunk3.fbnetv2_3_7.se.se.1                                   |       29.904K             |       29.568K |
|        backbone.body.trunk3.fbnetv2_3_7.se.se.1.weight                           |        (336, 88, 1, 1)    |               |
|        backbone.body.trunk3.fbnetv2_3_7.se.se.1.bias                             |        (336,)             |               |
|      backbone.body.trunk3.fbnetv2_3_7.se.avg_pool                                |                           |      87.36K   |
|     backbone.body.trunk3.fbnetv2_3_7.pwl                                         |     37.856K               |     9.843M    |
|      backbone.body.trunk3.fbnetv2_3_7.pwl.conv                                   |      37.632K              |      9.784M   |
|       backbone.body.trunk3.fbnetv2_3_7.pwl.conv.weight                           |       (112, 336, 1, 1)    |               |
|      backbone.body.trunk3.fbnetv2_3_7.pwl.bn                                     |      0.224K               |      58.24K   |
|       backbone.body.trunk3.fbnetv2_3_7.pwl.bn.weight                             |       (112,)              |               |
|       backbone.body.trunk3.fbnetv2_3_7.pwl.bn.bias                               |       (112,)              |               |
|    backbone.body.trunk3.fbnetv2_3_8                                              |    0.144M                 |    22.132M    |
|     backbone.body.trunk3.fbnetv2_3_8.pw                                          |     38.304K               |     9.959M    |
|      backbone.body.trunk3.fbnetv2_3_8.pw.conv                                    |      37.632K              |      9.784M   |
|       backbone.body.trunk3.fbnetv2_3_8.pw.conv.weight                            |       (336, 112, 1, 1)    |               |
|      backbone.body.trunk3.fbnetv2_3_8.pw.bn                                      |      0.672K               |      0.175M   |
|       backbone.body.trunk3.fbnetv2_3_8.pw.bn.weight                              |       (336,)              |               |
|       backbone.body.trunk3.fbnetv2_3_8.pw.bn.bias                                |       (336,)              |               |
|     backbone.body.trunk3.fbnetv2_3_8.dw.conv                                     |     8.4K                  |     2.184M    |
|      backbone.body.trunk3.fbnetv2_3_8.dw.conv.weight                             |      (336, 1, 5, 5)       |               |
|     backbone.body.trunk3.fbnetv2_3_8.se                                          |     59.56K                |     0.146M    |
|      backbone.body.trunk3.fbnetv2_3_8.se.se                                      |      59.56K               |      59.136K  |
|       backbone.body.trunk3.fbnetv2_3_8.se.se.0.conv                              |       29.656K             |       29.568K |
|        backbone.body.trunk3.fbnetv2_3_8.se.se.0.conv.weight                      |        (88, 336, 1, 1)    |               |
|        backbone.body.trunk3.fbnetv2_3_8.se.se.0.conv.bias                        |        (88,)              |               |
|       backbone.body.trunk3.fbnetv2_3_8.se.se.1                                   |       29.904K             |       29.568K |
|        backbone.body.trunk3.fbnetv2_3_8.se.se.1.weight                           |        (336, 88, 1, 1)    |               |
|        backbone.body.trunk3.fbnetv2_3_8.se.se.1.bias                             |        (336,)             |               |
|      backbone.body.trunk3.fbnetv2_3_8.se.avg_pool                                |                           |      87.36K   |
|     backbone.body.trunk3.fbnetv2_3_8.pwl                                         |     37.856K               |     9.843M    |
|      backbone.body.trunk3.fbnetv2_3_8.pwl.conv                                   |      37.632K              |      9.784M   |
|       backbone.body.trunk3.fbnetv2_3_8.pwl.conv.weight                           |       (112, 336, 1, 1)    |               |
|      backbone.body.trunk3.fbnetv2_3_8.pwl.bn                                     |      0.224K               |      58.24K   |
|       backbone.body.trunk3.fbnetv2_3_8.pwl.bn.weight                             |       (112,)              |               |
|       backbone.body.trunk3.fbnetv2_3_8.pwl.bn.bias                               |       (112,)              |               |
|    backbone.body.trunk3.fbnetv2_3_9                                              |    0.144M                 |    22.132M    |
|     backbone.body.trunk3.fbnetv2_3_9.pw                                          |     38.304K               |     9.959M    |
|      backbone.body.trunk3.fbnetv2_3_9.pw.conv                                    |      37.632K              |      9.784M   |
|       backbone.body.trunk3.fbnetv2_3_9.pw.conv.weight                            |       (336, 112, 1, 1)    |               |
|      backbone.body.trunk3.fbnetv2_3_9.pw.bn                                      |      0.672K               |      0.175M   |
|       backbone.body.trunk3.fbnetv2_3_9.pw.bn.weight                              |       (336,)              |               |
|       backbone.body.trunk3.fbnetv2_3_9.pw.bn.bias                                |       (336,)              |               |
|     backbone.body.trunk3.fbnetv2_3_9.dw.conv                                     |     8.4K                  |     2.184M    |
|      backbone.body.trunk3.fbnetv2_3_9.dw.conv.weight                             |      (336, 1, 5, 5)       |               |
|     backbone.body.trunk3.fbnetv2_3_9.se                                          |     59.56K                |     0.146M    |
|      backbone.body.trunk3.fbnetv2_3_9.se.se                                      |      59.56K               |      59.136K  |
|       backbone.body.trunk3.fbnetv2_3_9.se.se.0.conv                              |       29.656K             |       29.568K |
|        backbone.body.trunk3.fbnetv2_3_9.se.se.0.conv.weight                      |        (88, 336, 1, 1)    |               |
|        backbone.body.trunk3.fbnetv2_3_9.se.se.0.conv.bias                        |        (88,)              |               |
|       backbone.body.trunk3.fbnetv2_3_9.se.se.1                                   |       29.904K             |       29.568K |
|        backbone.body.trunk3.fbnetv2_3_9.se.se.1.weight                           |        (336, 88, 1, 1)    |               |
|        backbone.body.trunk3.fbnetv2_3_9.se.se.1.bias                             |        (336,)             |               |
|      backbone.body.trunk3.fbnetv2_3_9.se.avg_pool                                |                           |      87.36K   |
|     backbone.body.trunk3.fbnetv2_3_9.pwl                                         |     37.856K               |     9.843M    |
|      backbone.body.trunk3.fbnetv2_3_9.pwl.conv                                   |      37.632K              |      9.784M   |
|       backbone.body.trunk3.fbnetv2_3_9.pwl.conv.weight                           |       (112, 336, 1, 1)    |               |
|      backbone.body.trunk3.fbnetv2_3_9.pwl.bn                                     |      0.224K               |      58.24K   |
|       backbone.body.trunk3.fbnetv2_3_9.pwl.bn.weight                             |       (112,)              |               |
|       backbone.body.trunk3.fbnetv2_3_9.pwl.bn.bias                               |       (112,)              |               |
|  proposal_generator.rpn_head                                                     |  0.729M                   |  0.113G       |
|   proposal_generator.rpn_head.rpn_feature.0                                      |   0.721M                  |   0.111G      |
|    proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0                         |    0.144M                 |    22.132M    |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.pw                     |     38.304K               |     9.959M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.pw.conv               |      37.632K              |      9.784M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.pw.conv.weight       |       (336, 112, 1, 1)    |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.pw.bn                 |      0.672K               |      0.175M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.pw.bn.weight         |       (336,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.pw.bn.bias           |       (336,)              |               |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.dw.conv                |     8.4K                  |     2.184M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.dw.conv.weight        |      (336, 1, 5, 5)       |               |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.se                     |     59.56K                |     0.146M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.se.se                 |      59.56K               |      59.136K  |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.se.se.0.conv         |       29.656K             |       29.568K |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.se.se.0.conv.weight |        (88, 336, 1, 1)    |               |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.se.se.0.conv.bias   |        (88,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.se.se.1              |       29.904K             |       29.568K |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.se.se.1.weight      |        (336, 88, 1, 1)    |               |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.se.se.1.bias        |        (336,)             |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.se.avg_pool           |                           |      87.36K   |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.pwl                    |     37.856K               |     9.843M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.pwl.conv              |      37.632K              |      9.784M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.pwl.conv.weight      |       (112, 336, 1, 1)    |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.pwl.bn                |      0.224K               |      58.24K   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.pwl.bn.weight        |       (112,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_0.pwl.bn.bias          |       (112,)              |               |
|    proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1                         |    0.144M                 |    22.132M    |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.pw                     |     38.304K               |     9.959M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.pw.conv               |      37.632K              |      9.784M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.pw.conv.weight       |       (336, 112, 1, 1)    |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.pw.bn                 |      0.672K               |      0.175M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.pw.bn.weight         |       (336,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.pw.bn.bias           |       (336,)              |               |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.dw.conv                |     8.4K                  |     2.184M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.dw.conv.weight        |      (336, 1, 5, 5)       |               |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.se                     |     59.56K                |     0.146M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.se.se                 |      59.56K               |      59.136K  |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.se.se.0.conv         |       29.656K             |       29.568K |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.se.se.0.conv.weight |        (88, 336, 1, 1)    |               |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.se.se.0.conv.bias   |        (88,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.se.se.1              |       29.904K             |       29.568K |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.se.se.1.weight      |        (336, 88, 1, 1)    |               |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.se.se.1.bias        |        (336,)             |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.se.avg_pool           |                           |      87.36K   |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.pwl                    |     37.856K               |     9.843M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.pwl.conv              |      37.632K              |      9.784M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.pwl.conv.weight      |       (112, 336, 1, 1)    |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.pwl.bn                |      0.224K               |      58.24K   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.pwl.bn.weight        |       (112,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_1.pwl.bn.bias          |       (112,)              |               |
|    proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2                         |    0.144M                 |    22.132M    |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.pw                     |     38.304K               |     9.959M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.pw.conv               |      37.632K              |      9.784M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.pw.conv.weight       |       (336, 112, 1, 1)    |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.pw.bn                 |      0.672K               |      0.175M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.pw.bn.weight         |       (336,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.pw.bn.bias           |       (336,)              |               |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.dw.conv                |     8.4K                  |     2.184M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.dw.conv.weight        |      (336, 1, 5, 5)       |               |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.se                     |     59.56K                |     0.146M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.se.se                 |      59.56K               |      59.136K  |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.se.se.0.conv         |       29.656K             |       29.568K |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.se.se.0.conv.weight |        (88, 336, 1, 1)    |               |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.se.se.0.conv.bias   |        (88,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.se.se.1              |       29.904K             |       29.568K |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.se.se.1.weight      |        (336, 88, 1, 1)    |               |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.se.se.1.bias        |        (336,)             |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.se.avg_pool           |                           |      87.36K   |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.pwl                    |     37.856K               |     9.843M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.pwl.conv              |      37.632K              |      9.784M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.pwl.conv.weight      |       (112, 336, 1, 1)    |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.pwl.bn                |      0.224K               |      58.24K   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.pwl.bn.weight        |       (112,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_2.pwl.bn.bias          |       (112,)              |               |
|    proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3                         |    0.144M                 |    22.132M    |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.pw                     |     38.304K               |     9.959M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.pw.conv               |      37.632K              |      9.784M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.pw.conv.weight       |       (336, 112, 1, 1)    |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.pw.bn                 |      0.672K               |      0.175M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.pw.bn.weight         |       (336,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.pw.bn.bias           |       (336,)              |               |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.dw.conv                |     8.4K                  |     2.184M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.dw.conv.weight        |      (336, 1, 5, 5)       |               |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.se                     |     59.56K                |     0.146M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.se.se                 |      59.56K               |      59.136K  |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.se.se.0.conv         |       29.656K             |       29.568K |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.se.se.0.conv.weight |        (88, 336, 1, 1)    |               |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.se.se.0.conv.bias   |        (88,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.se.se.1              |       29.904K             |       29.568K |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.se.se.1.weight      |        (336, 88, 1, 1)    |               |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.se.se.1.bias        |        (336,)             |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.se.avg_pool           |                           |      87.36K   |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.pwl                    |     37.856K               |     9.843M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.pwl.conv              |      37.632K              |      9.784M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.pwl.conv.weight      |       (112, 336, 1, 1)    |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.pwl.bn                |      0.224K               |      58.24K   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.pwl.bn.weight        |       (112,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_3.pwl.bn.bias          |       (112,)              |               |
|    proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4                         |    0.144M                 |    22.132M    |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.pw                     |     38.304K               |     9.959M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.pw.conv               |      37.632K              |      9.784M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.pw.conv.weight       |       (336, 112, 1, 1)    |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.pw.bn                 |      0.672K               |      0.175M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.pw.bn.weight         |       (336,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.pw.bn.bias           |       (336,)              |               |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.dw.conv                |     8.4K                  |     2.184M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.dw.conv.weight        |      (336, 1, 5, 5)       |               |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.se                     |     59.56K                |     0.146M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.se.se                 |      59.56K               |      59.136K  |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.se.se.0.conv         |       29.656K             |       29.568K |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.se.se.0.conv.weight |        (88, 336, 1, 1)    |               |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.se.se.0.conv.bias   |        (88,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.se.se.1              |       29.904K             |       29.568K |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.se.se.1.weight      |        (336, 88, 1, 1)    |               |
|        proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.se.se.1.bias        |        (336,)             |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.se.avg_pool           |                           |      87.36K   |
|     proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.pwl                    |     37.856K               |     9.843M    |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.pwl.conv              |      37.632K              |      9.784M   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.pwl.conv.weight      |       (112, 336, 1, 1)    |               |
|      proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.pwl.bn                |      0.224K               |      58.24K   |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.pwl.bn.weight        |       (112,)              |               |
|       proposal_generator.rpn_head.rpn_feature.0.fbnetv2_0_4.pwl.bn.bias          |       (112,)              |               |
|   proposal_generator.rpn_head.rpn_regressor                                      |   8.475K                  |   2.184M      |
|    proposal_generator.rpn_head.rpn_regressor.cls_logits                          |    1.695K                 |    0.437M     |
|     proposal_generator.rpn_head.rpn_regressor.cls_logits.weight                  |     (15, 112, 1, 1)       |               |
|     proposal_generator.rpn_head.rpn_regressor.cls_logits.bias                    |     (15,)                 |               |
|    proposal_generator.rpn_head.rpn_regressor.bbox_pred                           |    6.78K                  |    1.747M     |
|     proposal_generator.rpn_head.rpn_regressor.bbox_pred.weight                   |     (60, 112, 1, 1)       |               |
|     proposal_generator.rpn_head.rpn_regressor.bbox_pred.bias                     |     (60,)                 |               |
|  roi_heads                                                                       |  3.525M                   |  0.56G        |
|   roi_heads.box_head                                                             |   3.524M                  |   0.56G       |
|    roi_heads.box_head.roi_box_conv.0                                             |    3.524M                 |    0.56G      |
|     roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0                                |     0.246M                |     83.669M   |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.pw                            |      51.072K              |      55.158M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.pw.conv                      |       50.176K             |       54.19M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.pw.conv.weight              |        (448, 112, 1, 1)   |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.pw.bn                        |       0.896K              |       0.968M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.pw.bn.weight                |        (448,)             |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.pw.bn.bias                  |        (448,)             |               |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.dw.conv                       |      11.2K                |      3.024M   |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.dw.conv.weight               |       (448, 1, 5, 5)      |               |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.se                            |      0.101M               |      3.132M   |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.se.se                        |       0.101M              |       3.011M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.se.se.0.conv                |        50.288K            |        1.505M |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.se.se.0.conv.weight        |         (112, 448, 1, 1)  |               |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.se.se.0.conv.bias          |         (112,)            |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.se.se.1                     |        50.624K            |        1.505M |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.se.se.1.weight             |         (448, 112, 1, 1)  |               |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.se.se.1.bias               |         (448,)            |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.se.avg_pool                  |                           |       0.121M  |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.pwl                           |      82.8K                |      22.356M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.pwl.conv                     |       82.432K             |       22.257M |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.pwl.conv.weight             |        (184, 448, 1, 1)   |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.pwl.bn                       |       0.368K              |       99.36K  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.pwl.bn.weight               |        (184,)             |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_0.pwl.bn.bias                 |        (184,)             |               |
|     roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1                                |     0.551M                |     83.738M   |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.pw                            |      0.137M               |      36.962M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.pw.conv                      |       0.135M              |       36.564M |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.pw.conv.weight              |        (736, 184, 1, 1)   |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.pw.bn                        |       1.472K              |       0.397M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.pw.bn.weight                |        (736,)             |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.pw.bn.bias                  |        (736,)             |               |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.dw.conv                       |      6.624K               |      1.788M   |
